Namespace(method='qvit_lsq_qsam_sam', variant='B_32', nbits=4, data_path='/workspace/AOQ-main/AO_QAT/data', download=False, input_size=224, epochs=100, batch_size=64, workers=8, lr=0.0005, min_lr=1e-05, weight_decay=0.05, device='cuda', seed=42, output_dir='/workspace/AOQ-main/runs/google_vit_cifar100_qvit_lsq_qsam_sam_rho05_wu5_wandb_20260718_095229', finetune='auto', no_finetune=False, qsam_ratio=0.001, qsam_rho=0.5, qsam_warmup_epochs=5, debug_train_batches=0, debug_val_batches=0, print_freq=20, wandb=True, wandb_project='aoq-vit-qat', wandb_entity=None, wandb_run_name='google_vit_cifar100_qvit_lsq_qsam_sam_rho05_wu5')
wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from /root/.netrc.
wandb: Currently logged in as: solhee0912 (solhee0912-kookmin-university) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: Tracking run with wandb version 0.26.1
wandb: Run data is saved locally in /workspace/AOQ-main/AO_QAT/vit_qvit_cifar/wandb/run-20260718_095243-lsu6ur57
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run google_vit_cifar100_qvit_lsq_qsam_sam_rho05_wu5
wandb: ⭐️ View project at https://wandb.ai/solhee0912-kookmin-university/aoq-vit-qat
wandb: 🚀 View run at https://wandb.ai/solhee0912-kookmin-university/aoq-vit-qat/runs/lsu6ur57
[google-vit] source repo: /workspace/AOQ-main/third_party/vision_transformer
train step=100 loss=1.8279 sam_loss=2.6110 avg_loss=1.7596 acc1=57.81
train step=120 loss=1.5691 sam_loss=2.3441 avg_loss=1.7493 acc1=62.50
train step=140 loss=1.7127 sam_loss=2.5307 avg_loss=1.7566 acc1=57.81
train step=160 loss=1.6453 sam_loss=2.4213 avg_loss=1.7526 acc1=62.50
train step=180 loss=2.0530 sam_loss=2.9641 avg_loss=1.7615 acc1=50.00
train step=200 loss=2.0391 sam_loss=2.8529 avg_loss=1.7630 acc1=50.00
train step=220 loss=1.7442 sam_loss=2.6000 avg_loss=1.7629 acc1=57.81
train step=240 loss=1.8660 sam_loss=2.6630 avg_loss=1.7649 acc1=53.12
train step=260 loss=1.4734 sam_loss=2.2633 avg_loss=1.7674 acc1=59.38
train step=280 loss=1.5962 sam_loss=2.3555 avg_loss=1.7695 acc1=65.62
train step=300 loss=1.7426 sam_loss=2.5465 avg_loss=1.7684 acc1=56.25
train step=320 loss=1.7456 sam_loss=2.5219 avg_loss=1.7688 acc1=62.50
train step=340 loss=2.1040 sam_loss=2.9465 avg_loss=1.7668 acc1=43.75
train step=360 loss=1.9574 sam_loss=2.6919 avg_loss=1.7678 acc1=51.56
train step=380 loss=1.9327 sam_loss=2.6362 avg_loss=1.7696 acc1=53.12
train step=400 loss=1.9736 sam_loss=2.8037 avg_loss=1.7679 acc1=50.00
train step=420 loss=1.8236 sam_loss=2.5890 avg_loss=1.7690 acc1=50.00
train step=440 loss=1.9576 sam_loss=2.7658 avg_loss=1.7720 acc1=53.12
train step=460 loss=2.1860 sam_loss=2.9177 avg_loss=1.7733 acc1=45.31
train step=480 loss=1.7604 sam_loss=2.5430 avg_loss=1.7744 acc1=54.69
train step=500 loss=1.5773 sam_loss=2.2710 avg_loss=1.7753 acc1=64.06
train step=520 loss=1.6741 sam_loss=2.3634 avg_loss=1.7768 acc1=59.38
train step=540 loss=1.7677 sam_loss=2.6015 avg_loss=1.7767 acc1=54.69
train step=560 loss=1.7620 sam_loss=2.5288 avg_loss=1.7759 acc1=54.69
train step=580 loss=1.9121 sam_loss=2.7512 avg_loss=1.7761 acc1=62.50
train step=600 loss=1.6580 sam_loss=2.4249 avg_loss=1.7770 acc1=54.69
train step=620 loss=1.7671 sam_loss=2.5002 avg_loss=1.7792 acc1=57.81
train step=640 loss=1.7506 sam_loss=2.4480 avg_loss=1.7772 acc1=60.94
train step=660 loss=1.9461 sam_loss=2.7112 avg_loss=1.7777 acc1=53.12
train step=680 loss=1.7262 sam_loss=2.4582 avg_loss=1.7768 acc1=56.25
train step=700 loss=1.6721 sam_loss=2.3200 avg_loss=1.7746 acc1=64.06
train step=720 loss=1.8499 sam_loss=2.5600 avg_loss=1.7746 acc1=53.12
train step=740 loss=1.6165 sam_loss=2.3341 avg_loss=1.7753 acc1=64.06
train step=760 loss=2.0181 sam_loss=2.7256 avg_loss=1.7755 acc1=48.44
train step=780 loss=1.9025 sam_loss=2.7304 avg_loss=1.7750 acc1=50.00
epoch=8 train_acc1=57.252 val_acc1=81.630 val_acc5=97.540 best=81.630
train step=0 loss=1.8480 sam_loss=2.6587 avg_loss=1.8480 acc1=59.38
train step=20 loss=2.1289 sam_loss=2.8836 avg_loss=1.7970 acc1=46.88
train step=40 loss=2.0839 sam_loss=2.8320 avg_loss=1.8311 acc1=50.00
train step=60 loss=1.8100 sam_loss=2.6171 avg_loss=1.7901 acc1=51.56
train step=80 loss=1.7790 sam_loss=2.5686 avg_loss=1.7693 acc1=60.94
train step=100 loss=2.0018 sam_loss=2.7544 avg_loss=1.7624 acc1=57.81
train step=120 loss=1.6355 sam_loss=2.4214 avg_loss=1.7556 acc1=53.12
train step=140 loss=1.8849 sam_loss=2.7387 avg_loss=1.7539 acc1=46.88
train step=160 loss=1.7473 sam_loss=2.5056 avg_loss=1.7518 acc1=57.81
train step=180 loss=1.5300 sam_loss=2.2949 avg_loss=1.7456 acc1=62.50
train step=200 loss=1.9212 sam_loss=2.5950 avg_loss=1.7505 acc1=53.12
train step=220 loss=1.8334 sam_loss=2.5222 avg_loss=1.7534 acc1=51.56
train step=240 loss=1.5849 sam_loss=2.2725 avg_loss=1.7540 acc1=64.06
train step=260 loss=1.6705 sam_loss=2.3782 avg_loss=1.7502 acc1=56.25
train step=280 loss=1.9854 sam_loss=2.7981 avg_loss=1.7454 acc1=56.25
train step=300 loss=1.8028 sam_loss=2.5868 avg_loss=1.7424 acc1=53.12
train step=320 loss=1.6513 sam_loss=2.3478 avg_loss=1.7381 acc1=59.38
train step=340 loss=1.4807 sam_loss=2.2454 avg_loss=1.7376 acc1=64.06
train step=360 loss=1.7327 sam_loss=2.4775 avg_loss=1.7360 acc1=64.06
train step=380 loss=1.5061 sam_loss=2.3039 avg_loss=1.7357 acc1=68.75
train step=400 loss=1.5979 sam_loss=2.3361 avg_loss=1.7356 acc1=64.06
train step=420 loss=1.5432 sam_loss=2.2035 avg_loss=1.7355 acc1=62.50
train step=440 loss=1.8180 sam_loss=2.4997 avg_loss=1.7357 acc1=54.69
train step=460 loss=1.8915 sam_loss=2.6591 avg_loss=1.7375 acc1=54.69
train step=480 loss=1.6953 sam_loss=2.4700 avg_loss=1.7373 acc1=56.25
train step=500 loss=1.8059 sam_loss=2.4860 avg_loss=1.7371 acc1=51.56
train step=520 loss=1.9405 sam_loss=2.7559 avg_loss=1.7353 acc1=42.19
train step=540 loss=1.7762 sam_loss=2.5229 avg_loss=1.7314 acc1=62.50
train step=560 loss=1.7566 sam_loss=2.4771 avg_loss=1.7313 acc1=57.81
train step=580 loss=1.6169 sam_loss=2.4165 avg_loss=1.7324 acc1=67.19
train step=600 loss=1.8715 sam_loss=2.6690 avg_loss=1.7329 acc1=57.81
train step=620 loss=1.5554 sam_loss=2.3687 avg_loss=1.7333 acc1=53.12
train step=640 loss=1.6288 sam_loss=2.4117 avg_loss=1.7330 acc1=64.06
train step=660 loss=1.2468 sam_loss=1.9921 avg_loss=1.7338 acc1=73.44
train step=680 loss=1.6810 sam_loss=2.4045 avg_loss=1.7344 acc1=67.19
train step=700 loss=1.6120 sam_loss=2.3048 avg_loss=1.7346 acc1=64.06
train step=720 loss=1.6013 sam_loss=2.2906 avg_loss=1.7341 acc1=51.56
train step=740 loss=1.7642 sam_loss=2.5979 avg_loss=1.7339 acc1=54.69
train step=760 loss=2.0230 sam_loss=2.7788 avg_loss=1.7333 acc1=43.75
train step=780 loss=1.6880 sam_loss=2.4567 avg_loss=1.7332 acc1=59.38
epoch=9 train_acc1=58.349 val_acc1=82.420 val_acc5=97.580 best=82.420
train step=0 loss=1.6124 sam_loss=2.4170 avg_loss=1.6124 acc1=59.38
train step=20 loss=1.6986 sam_loss=2.4693 avg_loss=1.6588 acc1=51.56
train step=40 loss=1.7782 sam_loss=2.5333 avg_loss=1.6549 acc1=62.50
train step=60 loss=1.7305 sam_loss=2.5091 avg_loss=1.6669 acc1=57.81
train step=80 loss=1.7183 sam_loss=2.4321 avg_loss=1.6830 acc1=60.94
train step=100 loss=1.9557 sam_loss=2.7133 avg_loss=1.7004 acc1=54.69
train step=120 loss=1.5635 sam_loss=2.3210 avg_loss=1.6894 acc1=57.81
train step=140 loss=1.7420 sam_loss=2.4712 avg_loss=1.6850 acc1=56.25
train step=160 loss=1.8456 sam_loss=2.6512 avg_loss=1.6878 acc1=59.38
train step=180 loss=1.7256 sam_loss=2.3942 avg_loss=1.6855 acc1=59.38
train step=200 loss=1.7242 sam_loss=2.4239 avg_loss=1.6825 acc1=59.38
train step=220 loss=1.7637 sam_loss=2.4635 avg_loss=1.6812 acc1=53.12
train step=240 loss=1.7301 sam_loss=2.4779 avg_loss=1.6784 acc1=59.38
train step=260 loss=1.8484 sam_loss=2.5852 avg_loss=1.6829 acc1=60.94
train step=280 loss=1.7836 sam_loss=2.5660 avg_loss=1.6799 acc1=60.94
train step=300 loss=1.5719 sam_loss=2.3107 avg_loss=1.6792 acc1=62.50
train step=320 loss=1.6056 sam_loss=2.3842 avg_loss=1.6756 acc1=59.38
train step=340 loss=1.6050 sam_loss=2.3278 avg_loss=1.6717 acc1=56.25
train step=360 loss=1.4503 sam_loss=2.1695 avg_loss=1.6707 acc1=65.62
train step=380 loss=1.3720 sam_loss=2.0289 avg_loss=1.6730 acc1=67.19
train step=400 loss=1.7003 sam_loss=2.4374 avg_loss=1.6751 acc1=57.81
train step=420 loss=1.7047 sam_loss=2.4304 avg_loss=1.6734 acc1=59.38
train step=440 loss=1.3620 sam_loss=1.9614 avg_loss=1.6728 acc1=70.31
train step=460 loss=1.9017 sam_loss=2.6328 avg_loss=1.6747 acc1=59.38
train step=480 loss=1.6109 sam_loss=2.2923 avg_loss=1.6752 acc1=51.56
train step=500 loss=1.3696 sam_loss=1.9894 avg_loss=1.6757 acc1=67.19
train step=520 loss=1.8477 sam_loss=2.6803 avg_loss=1.6739 acc1=64.06
train step=540 loss=1.6221 sam_loss=2.3531 avg_loss=1.6761 acc1=62.50
train step=560 loss=1.7880 sam_loss=2.4812 avg_loss=1.6776 acc1=53.12
train step=580 loss=1.6057 sam_loss=2.3561 avg_loss=1.6784 acc1=64.06
train step=600 loss=2.1587 sam_loss=2.8690 avg_loss=1.6805 acc1=46.88
train step=620 loss=1.7129 sam_loss=2.4544 avg_loss=1.6799 acc1=64.06
train step=640 loss=1.7761 sam_loss=2.4989 avg_loss=1.6793 acc1=54.69
train step=660 loss=1.6228 sam_loss=2.3074 avg_loss=1.6778 acc1=59.38
train step=680 loss=1.7138 sam_loss=2.4436 avg_loss=1.6755 acc1=54.69
train step=700 loss=1.5140 sam_loss=2.2463 avg_loss=1.6724 acc1=62.50
train step=720 loss=1.7148 sam_loss=2.4221 avg_loss=1.6734 acc1=60.94
train step=740 loss=1.8797 sam_loss=2.5803 avg_loss=1.6751 acc1=54.69
train step=760 loss=1.9102 sam_loss=2.6282 avg_loss=1.6768 acc1=54.69
train step=780 loss=1.7088 sam_loss=2.4559 avg_loss=1.6766 acc1=56.25
epoch=10 train_acc1=59.491 val_acc1=82.920 val_acc5=97.780 best=82.920
train step=0 loss=1.7501 sam_loss=2.4555 avg_loss=1.7501 acc1=60.94
train step=20 loss=1.6544 sam_loss=2.3255 avg_loss=1.7066 acc1=56.25
train step=40 loss=1.6738 sam_loss=2.4497 avg_loss=1.6608 acc1=54.69
train step=60 loss=1.5841 sam_loss=2.3607 avg_loss=1.6345 acc1=62.50
train step=80 loss=1.3588 sam_loss=2.0566 avg_loss=1.6308 acc1=71.88
train step=100 loss=1.8710 sam_loss=2.5922 avg_loss=1.6357 acc1=60.94
train step=120 loss=1.6390 sam_loss=2.3645 avg_loss=1.6217 acc1=60.94
train step=140 loss=1.5247 sam_loss=2.2162 avg_loss=1.6208 acc1=62.50
train step=160 loss=1.5989 sam_loss=2.2166 avg_loss=1.6266 acc1=68.75
train step=180 loss=2.0438 sam_loss=2.8609 avg_loss=1.6311 acc1=50.00
train step=200 loss=1.2614 sam_loss=1.9386 avg_loss=1.6285 acc1=78.12
train step=220 loss=1.6615 sam_loss=2.3536 avg_loss=1.6189 acc1=60.94
train step=240 loss=1.6621 sam_loss=2.4377 avg_loss=1.6200 acc1=60.94
train step=260 loss=1.6392 sam_loss=2.3746 avg_loss=1.6178 acc1=60.94
train step=280 loss=1.4152 sam_loss=2.1747 avg_loss=1.6242 acc1=70.31
train step=300 loss=1.6179 sam_loss=2.3304 avg_loss=1.6267 acc1=64.06
train step=320 loss=1.4519 sam_loss=2.1242 avg_loss=1.6241 acc1=68.75
train step=340 loss=1.5196 sam_loss=2.1688 avg_loss=1.6260 acc1=65.62
train step=360 loss=1.6622 sam_loss=2.3824 avg_loss=1.6259 acc1=54.69
train step=380 loss=1.6504 sam_loss=2.3439 avg_loss=1.6249 acc1=59.38
train step=400 loss=1.5692 sam_loss=2.1988 avg_loss=1.6234 acc1=65.62
train step=420 loss=1.9944 sam_loss=2.7257 avg_loss=1.6243 acc1=54.69
train step=440 loss=1.7837 sam_loss=2.6036 avg_loss=1.6258 acc1=51.56
train step=460 loss=1.7343 sam_loss=2.4196 avg_loss=1.6243 acc1=59.38
train step=480 loss=1.9431 sam_loss=2.7125 avg_loss=1.6242 acc1=48.44
train step=500 loss=1.6573 sam_loss=2.4300 avg_loss=1.6267 acc1=64.06
train step=520 loss=1.5559 sam_loss=2.1697 avg_loss=1.6293 acc1=68.75
train step=540 loss=1.6791 sam_loss=2.4256 avg_loss=1.6316 acc1=57.81
train step=560 loss=1.7523 sam_loss=2.4343 avg_loss=1.6340 acc1=53.12
train step=580 loss=1.5509 sam_loss=2.2790 avg_loss=1.6343 acc1=64.06
train step=600 loss=1.7124 sam_loss=2.4172 avg_loss=1.6345 acc1=59.38
train step=620 loss=1.6032 sam_loss=2.3430 avg_loss=1.6363 acc1=64.06
train step=640 loss=1.6748 sam_loss=2.4360 avg_loss=1.6360 acc1=54.69
train step=660 loss=1.6563 sam_loss=2.3905 avg_loss=1.6353 acc1=62.50
train step=680 loss=1.5525 sam_loss=2.2402 avg_loss=1.6355 acc1=62.50
train step=700 loss=1.9426 sam_loss=2.6578 avg_loss=1.6358 acc1=53.12
train step=720 loss=1.4414 sam_loss=2.1157 avg_loss=1.6348 acc1=65.62
train step=740 loss=1.7915 sam_loss=2.4496 avg_loss=1.6345 acc1=53.12
train step=760 loss=1.8367 sam_loss=2.5457 avg_loss=1.6357 acc1=53.12
train step=780 loss=1.8018 sam_loss=2.5235 avg_loss=1.6364 acc1=56.25
epoch=11 train_acc1=60.655 val_acc1=82.940 val_acc5=97.790 best=82.940
train step=0 loss=1.9107 sam_loss=2.6239 avg_loss=1.9107 acc1=53.12
train step=20 loss=1.9187 sam_loss=2.6771 avg_loss=1.6465 acc1=51.56
train step=40 loss=2.0122 sam_loss=2.7648 avg_loss=1.6498 acc1=54.69
train step=60 loss=1.6252 sam_loss=2.3565 avg_loss=1.6488 acc1=56.25
train step=80 loss=1.3801 sam_loss=2.1622 avg_loss=1.6268 acc1=71.88
train step=100 loss=1.6154 sam_loss=2.3923 avg_loss=1.6210 acc1=59.38
train step=120 loss=1.6769 sam_loss=2.3952 avg_loss=1.6202 acc1=59.38
train step=140 loss=1.7171 sam_loss=2.4166 avg_loss=1.6191 acc1=53.12
train step=160 loss=1.3386 sam_loss=2.0124 avg_loss=1.6074 acc1=67.19
train step=180 loss=1.5959 sam_loss=2.3779 avg_loss=1.6021 acc1=62.50
train step=200 loss=1.6711 sam_loss=2.3988 avg_loss=1.6016 acc1=56.25
train step=220 loss=1.6880 sam_loss=2.4400 avg_loss=1.6069 acc1=59.38
train step=240 loss=1.5060 sam_loss=2.1201 avg_loss=1.6036 acc1=64.06
train step=260 loss=1.5552 sam_loss=2.2061 avg_loss=1.6053 acc1=62.50
train step=280 loss=1.6687 sam_loss=2.3746 avg_loss=1.6041 acc1=57.81
train step=300 loss=1.1570 sam_loss=1.8592 avg_loss=1.5995 acc1=68.75
train step=320 loss=1.5608 sam_loss=2.2524 avg_loss=1.5985 acc1=59.38
train step=340 loss=1.4742 sam_loss=2.3131 avg_loss=1.5989 acc1=59.38
train step=360 loss=1.8640 sam_loss=2.5371 avg_loss=1.6003 acc1=60.94
train step=380 loss=1.6087 sam_loss=2.2928 avg_loss=1.5977 acc1=60.94
train step=400 loss=1.7544 sam_loss=2.5094 avg_loss=1.5984 acc1=56.25
train step=420 loss=1.7453 sam_loss=2.5016 avg_loss=1.5991 acc1=59.38
train step=440 loss=1.4020 sam_loss=2.0210 avg_loss=1.5995 acc1=67.19
train step=460 loss=1.3277 sam_loss=1.9203 avg_loss=1.5996 acc1=68.75
train step=480 loss=1.4094 sam_loss=2.1149 avg_loss=1.5988 acc1=65.62
train step=500 loss=1.5674 sam_loss=2.2219 avg_loss=1.6000 acc1=62.50
train step=520 loss=1.7767 sam_loss=2.5068 avg_loss=1.5983 acc1=56.25
train step=540 loss=1.2885 sam_loss=1.9452 avg_loss=1.5947 acc1=70.31
train step=560 loss=1.5861 sam_loss=2.2442 avg_loss=1.5934 acc1=62.50
train step=580 loss=1.4507 sam_loss=2.0582 avg_loss=1.5951 acc1=59.38
train step=600 loss=1.5260 sam_loss=2.1653 avg_loss=1.5961 acc1=56.25
train step=620 loss=1.5358 sam_loss=2.1881 avg_loss=1.5972 acc1=59.38
train step=640 loss=1.4286 sam_loss=2.0967 avg_loss=1.5937 acc1=70.31
train step=660 loss=1.5160 sam_loss=2.2110 avg_loss=1.5936 acc1=56.25
train step=680 loss=1.5567 sam_loss=2.2338 avg_loss=1.5926 acc1=62.50
train step=700 loss=1.2670 sam_loss=1.8879 avg_loss=1.5904 acc1=65.62
train step=720 loss=1.4315 sam_loss=2.1478 avg_loss=1.5903 acc1=64.06
train step=740 loss=1.6429 sam_loss=2.3086 avg_loss=1.5918 acc1=64.06
train step=760 loss=1.4985 sam_loss=2.1784 avg_loss=1.5918 acc1=65.62
train step=780 loss=1.3956 sam_loss=2.0795 avg_loss=1.5909 acc1=67.19
epoch=12 train_acc1=61.586 val_acc1=83.550 val_acc5=98.020 best=83.550
train step=0 loss=1.5805 sam_loss=2.3005 avg_loss=1.5805 acc1=51.56
train step=20 loss=1.4634 sam_loss=2.1814 avg_loss=1.5014 acc1=67.19
train step=40 loss=1.7893 sam_loss=2.5104 avg_loss=1.5694 acc1=51.56
train step=60 loss=1.4762 sam_loss=2.1932 avg_loss=1.5960 acc1=67.19
train step=80 loss=1.7788 sam_loss=2.4152 avg_loss=1.6043 acc1=62.50
train step=100 loss=1.8215 sam_loss=2.5749 avg_loss=1.6043 acc1=57.81
train step=120 loss=1.4691 sam_loss=2.1115 avg_loss=1.6005 acc1=67.19
train step=140 loss=1.6044 sam_loss=2.3143 avg_loss=1.5839 acc1=60.94
train step=160 loss=1.5544 sam_loss=2.2368 avg_loss=1.5800 acc1=67.19
train step=180 loss=1.8219 sam_loss=2.5531 avg_loss=1.5765 acc1=56.25
train step=200 loss=1.2982 sam_loss=1.9688 avg_loss=1.5806 acc1=71.88
train step=220 loss=1.4725 sam_loss=2.1157 avg_loss=1.5833 acc1=64.06
train step=240 loss=1.5594 sam_loss=2.2555 avg_loss=1.5795 acc1=70.31
train step=260 loss=1.3430 sam_loss=2.0123 avg_loss=1.5782 acc1=62.50
train step=280 loss=1.8504 sam_loss=2.5403 avg_loss=1.5761 acc1=56.25
train step=300 loss=1.4926 sam_loss=2.1491 avg_loss=1.5694 acc1=60.94
train step=320 loss=1.5691 sam_loss=2.2988 avg_loss=1.5698 acc1=65.62
train step=340 loss=1.5810 sam_loss=2.2680 avg_loss=1.5656 acc1=68.75
train step=360 loss=1.4726 sam_loss=2.1152 avg_loss=1.5604 acc1=68.75
train step=380 loss=1.5950 sam_loss=2.3434 avg_loss=1.5566 acc1=60.94
train step=400 loss=1.5468 sam_loss=2.2397 avg_loss=1.5618 acc1=57.81
train step=420 loss=1.6469 sam_loss=2.3663 avg_loss=1.5594 acc1=56.25
train step=440 loss=1.5557 sam_loss=2.2742 avg_loss=1.5577 acc1=64.06
train step=460 loss=1.2492 sam_loss=1.8672 avg_loss=1.5572 acc1=73.44
train step=480 loss=1.7763 sam_loss=2.5217 avg_loss=1.5593 acc1=57.81
train step=500 loss=1.5734 sam_loss=2.2430 avg_loss=1.5584 acc1=56.25
train step=520 loss=1.7016 sam_loss=2.3851 avg_loss=1.5587 acc1=54.69
train step=540 loss=1.6743 sam_loss=2.3740 avg_loss=1.5580 acc1=62.50
train step=560 loss=1.5982 sam_loss=2.3497 avg_loss=1.5594 acc1=64.06
train step=580 loss=1.3633 sam_loss=2.0309 avg_loss=1.5563 acc1=71.88
train step=600 loss=1.6345 sam_loss=2.3086 avg_loss=1.5567 acc1=59.38
train step=620 loss=1.6251 sam_loss=2.2947 avg_loss=1.5530 acc1=56.25
train step=640 loss=1.6859 sam_loss=2.3472 avg_loss=1.5532 acc1=60.94
train step=660 loss=1.5115 sam_loss=2.2314 avg_loss=1.5533 acc1=64.06
train step=680 loss=1.3317 sam_loss=1.9807 avg_loss=1.5512 acc1=64.06
train step=700 loss=1.3024 sam_loss=1.9558 avg_loss=1.5522 acc1=71.88
train step=720 loss=1.4861 sam_loss=2.1470 avg_loss=1.5531 acc1=57.81
train step=740 loss=1.6467 sam_loss=2.4214 avg_loss=1.5514 acc1=57.81
train step=760 loss=1.5442 sam_loss=2.2254 avg_loss=1.5542 acc1=65.62
train step=780 loss=1.4590 sam_loss=2.1322 avg_loss=1.5536 acc1=64.06
epoch=13 train_acc1=62.212 val_acc1=84.540 val_acc5=98.080 best=84.540
train step=0 loss=1.6463 sam_loss=2.3593 avg_loss=1.6463 acc1=56.25
train step=20 loss=1.8831 sam_loss=2.5864 avg_loss=1.5436 acc1=54.69
train step=40 loss=1.9434 sam_loss=2.6858 avg_loss=1.5420 acc1=53.12
train step=60 loss=1.5133 sam_loss=2.1752 avg_loss=1.5286 acc1=57.81
train step=80 loss=1.6895 sam_loss=2.4166 avg_loss=1.5189 acc1=51.56
train step=100 loss=1.5065 sam_loss=2.1752 avg_loss=1.5200 acc1=60.94
train step=120 loss=1.6660 sam_loss=2.3275 avg_loss=1.5271 acc1=59.38
train step=140 loss=1.5244 sam_loss=2.1861 avg_loss=1.5269 acc1=56.25
train step=160 loss=1.3929 sam_loss=1.9901 avg_loss=1.5230 acc1=64.06
train step=180 loss=1.2029 sam_loss=1.8225 avg_loss=1.5243 acc1=65.62
train step=200 loss=1.4545 sam_loss=2.1399 avg_loss=1.5167 acc1=56.25
train step=220 loss=1.5123 sam_loss=2.1339 avg_loss=1.5177 acc1=65.62
train step=240 loss=1.4567 sam_loss=2.1805 avg_loss=1.5190 acc1=65.62
train step=260 loss=1.4946 sam_loss=2.1621 avg_loss=1.5238 acc1=67.19
train step=280 loss=1.3411 sam_loss=2.0064 avg_loss=1.5267 acc1=70.31
train step=300 loss=1.8378 sam_loss=2.5878 avg_loss=1.5252 acc1=57.81
train step=320 loss=1.7788 sam_loss=2.5922 avg_loss=1.5241 acc1=57.81
train step=340 loss=1.3275 sam_loss=2.0134 avg_loss=1.5242 acc1=68.75
train step=360 loss=1.5241 sam_loss=2.1959 avg_loss=1.5292 acc1=60.94
train step=380 loss=1.6331 sam_loss=2.3705 avg_loss=1.5309 acc1=65.62
train step=400 loss=1.6546 sam_loss=2.3535 avg_loss=1.5292 acc1=56.25
train step=420 loss=1.2362 sam_loss=1.9717 avg_loss=1.5275 acc1=62.50
train step=440 loss=1.2146 sam_loss=1.8642 avg_loss=1.5238 acc1=76.56
train step=460 loss=1.4237 sam_loss=2.1340 avg_loss=1.5251 acc1=65.62
train step=480 loss=1.6168 sam_loss=2.2043 avg_loss=1.5248 acc1=62.50
train step=500 loss=1.8002 sam_loss=2.4844 avg_loss=1.5282 acc1=53.12
train step=520 loss=1.4775 sam_loss=2.1401 avg_loss=1.5289 acc1=62.50
train step=540 loss=1.5204 sam_loss=2.2444 avg_loss=1.5289 acc1=59.38
train step=560 loss=1.9404 sam_loss=2.7214 avg_loss=1.5303 acc1=53.12
train step=580 loss=1.5260 sam_loss=2.1815 avg_loss=1.5298 acc1=65.62
train step=600 loss=1.3572 sam_loss=1.9915 avg_loss=1.5279 acc1=65.62
train step=620 loss=1.2461 sam_loss=1.9234 avg_loss=1.5244 acc1=71.88
train step=640 loss=1.4150 sam_loss=2.1382 avg_loss=1.5234 acc1=60.94
train step=660 loss=1.3630 sam_loss=1.9964 avg_loss=1.5246 acc1=60.94
train step=680 loss=1.5089 sam_loss=2.1889 avg_loss=1.5251 acc1=67.19
train step=700 loss=1.6223 sam_loss=2.2470 avg_loss=1.5241 acc1=56.25
train step=720 loss=1.6322 sam_loss=2.3434 avg_loss=1.5233 acc1=60.94
train step=740 loss=1.5019 sam_loss=2.2090 avg_loss=1.5214 acc1=67.19
train step=760 loss=1.4014 sam_loss=2.0983 avg_loss=1.5196 acc1=62.50
train step=780 loss=1.4219 sam_loss=2.0805 avg_loss=1.5189 acc1=57.81
epoch=14 train_acc1=62.974 val_acc1=84.800 val_acc5=98.260 best=84.800
train step=0 loss=1.4097 sam_loss=2.0493 avg_loss=1.4097 acc1=75.00
train step=20 loss=1.6829 sam_loss=2.4179 avg_loss=1.5049 acc1=56.25
train step=40 loss=1.3188 sam_loss=1.9403 avg_loss=1.5113 acc1=71.88
train step=60 loss=1.4376 sam_loss=2.0676 avg_loss=1.4996 acc1=64.06
train step=80 loss=1.5850 sam_loss=2.2452 avg_loss=1.4906 acc1=59.38
train step=100 loss=1.5226 sam_loss=2.2390 avg_loss=1.4916 acc1=68.75
train step=120 loss=1.4572 sam_loss=2.0861 avg_loss=1.4939 acc1=70.31
train step=140 loss=1.7680 sam_loss=2.3994 avg_loss=1.4934 acc1=62.50
train step=160 loss=1.4442 sam_loss=2.1817 avg_loss=1.4945 acc1=65.62
train step=180 loss=1.8688 sam_loss=2.5378 avg_loss=1.4886 acc1=51.56
train step=200 loss=1.2832 sam_loss=1.9132 avg_loss=1.4930 acc1=68.75
train step=220 loss=1.3670 sam_loss=2.0574 avg_loss=1.5023 acc1=65.62
train step=240 loss=1.6727 sam_loss=2.2699 avg_loss=1.5032 acc1=62.50
train step=260 loss=1.7765 sam_loss=2.4654 avg_loss=1.5050 acc1=54.69
train step=280 loss=1.2730 sam_loss=1.9620 avg_loss=1.5008 acc1=70.31
train step=300 loss=1.7815 sam_loss=2.4488 avg_loss=1.4999 acc1=51.56
train step=320 loss=1.4118 sam_loss=2.1460 avg_loss=1.4974 acc1=57.81
train step=340 loss=1.3841 sam_loss=2.0051 avg_loss=1.4953 acc1=68.75
train step=360 loss=1.3134 sam_loss=2.0212 avg_loss=1.4962 acc1=70.31
train step=380 loss=1.2959 sam_loss=1.8775 avg_loss=1.4946 acc1=68.75
train step=400 loss=1.5604 sam_loss=2.2046 avg_loss=1.4947 acc1=67.19
train step=420 loss=1.5278 sam_loss=2.1719 avg_loss=1.4955 acc1=62.50
train step=440 loss=1.6814 sam_loss=2.4123 avg_loss=1.4943 acc1=56.25
train step=460 loss=1.2761 sam_loss=1.9647 avg_loss=1.4936 acc1=67.19
train step=480 loss=1.0569 sam_loss=1.6858 avg_loss=1.4882 acc1=71.88
train step=500 loss=1.6464 sam_loss=2.3443 avg_loss=1.4878 acc1=57.81
